number,kind,state,state_reason,merged,labels,created,title,top,p_top,second,p_second
1384,issue,closed,completed,,,2021-10-29,"""connection closed by server. code=1000, type=protocolError""",defect_fixed_or_obsolete,0.84,build_packaging_env,0.08
1385,pr,closed,,yes,,2021-10-30,Added support for Mac Catalyst,pr_functional,0.81,pr_non_functional,0.12
1386,issue,open,,,,2021-11-01,Looking for a unique connection / socket id,support_question,0.81,feature_request,0.19
1387,issue,open,,,,2021-11-03,Connect to server success but cannot connect to channel or listen event to get data.,support_question,0.89,defect_current,0.1
1388,pr,closed,,yes,,2021-11-12,Remove unused var in SocketAckManagerTest.testManagerTimeoutAck,pr_non_functional,1,pr_functional,0
1389,issue,open,,,,2021-12-01,Timestamp sometimes Int and sometimes String,defect_current,0.96,support_question,0.03
1390,issue,closed,completed,,,2021-12-02,"buddy, long time not to update. :-)",duplicate_invalid_spam,0.68,insufficient_evidence,0.24
1391,issue,open,,,,2021-12-03,Compatibility table link does not work,docs_gap,0.92,defect_current,0.04
1392,issue,open,,,,2021-12-09,error with data: [Invalid namespace],support_question,0.56,defect_current,0.44
1393,issue,open,,,,2021-12-16,Emit not working,support_question,0.53,defect_current,0.45
1394,issue,closed,completed,,,2021-12-23,Does socket.io-client-swift include log4j internally?,support_question,0.96,duplicate_invalid_spam,0.02
1395,issue,open,,,,2021-12-27,Could not connect to the server,support_question,0.71,defect_current,0.19
1396,issue,open,,,,2021-12-28,SSL Pinning with URLSessionDelegate doesnt use websocket protocol but uses polling,defect_current,0.6,support_question,0.39
1397,issue,open,,,,2022-01-11,"ios 如何配置https证书？ Invalid HTTP upgrade. code=403, type=upgradeError",support_question,0.98,defect_current,0.02
1398,issue,closed,completed,,,2022-01-19,SocketIO connected but emit not working,defect_current,0.38,support_question,0.36
1400,issue,open,,,,2022-02-05,`WSS` protocol does not trigger secure config,defect_current,0.98,pr_functional,0.02
1401,issue,open,,,,2022-02-09,App crash when connecting to socket,defect_current,0.8,support_question,0.12
1402,issue,closed,completed,,,2022-02-17,reconnect server 90s when socket did not disconnect,support_question,0.74,defect_current,0.18
1403,issue,open,,,,2022-02-24,websocket 重连错误，  guard !status.active else 第一次之后，永远return,defect_current,1,pr_functional,0
1404,issue,open,,,,2022-03-02,"Socket.IO-Client-Swift  version is 15.2 but connect server of socket.io version4.4.1 ,connect error",defect_current,0.56,defect_fixed_or_obsolete,0.22
1405,issue,open,,,,2022-03-16,I have this issue on xcode 13.3,insufficient_evidence,0.77,build_packaging_env,0.16
1406,issue,closed,completed,,,2022-03-19,Is the latest socket.io-client-swift no longer support Objective-C?,support_question,0.91,defect_fixed_or_obsolete,0.05
1407,issue,open,,,,2022-03-22,How to ignore domain name verification,support_question,1,pr_functional,0
1408,issue,closed,completed,,,2022-03-26,It is really can NOT work,duplicate_invalid_spam,0.46,defect_current,0.17
1409,issue,open,,,,2022-04-15,extraHeaders missing,support_question,0.91,defect_fixed_or_obsolete,0.07
1410,pr,closed,,yes,,2022-04-18,Fixed build phases order in target,build_packaging_env,0.78,pr_non_functional,0.18
1411,issue,open,,,,2022-04-24,Please support Objective-C,feature_request,1,pr_functional,0
1412,issue,open,,,,2022-05-03,Does v16 of swift client supports nodejs socket io server v4?,support_question,0.97,insufficient_evidence,0.02
1413,issue,open,,,,2022-05-31,Socket call in background - iOS - Swift,support_question,0.75,defect_current,0.13
1414,issue,closed,completed,,,2022-06-08,Any plans to release v16?,defect_fixed_or_obsolete,0.36,support_question,0.32
1415,issue,open,,,,2022-06-14,Socket `disconnect` not fired when device loses network,defect_current,1,pr_functional,0
1416,issue,open,,,enhancement|in progress,2022-06-28,Swift 6 Rewrite,feature_request,0.98,insufficient_evidence,0.02
1417,issue,open,,,,2022-07-12,SocketClient deinit never called.,defect_current,0.55,support_question,0.44
1418,issue,closed,completed,,,2022-07-12,This library is pointless. RIP socket.io-client-swift.,duplicate_invalid_spam,0.98,insufficient_evidence,0.02
1419,pr,closed,,yes,,2022-07-12,Development,pr_functional,0.4,pr_non_functional,0.39
1420,pr,closed,,yes,,2022-07-26,Add option to allow the use of URLSessionWebSocketTask in WebSocket client.,pr_functional,0.97,feature_request,0.03
1421,issue,open,,,,2022-07-26,"Crash when using '<', '>', '\' in connectParams",defect_current,0.98,insufficient_evidence,0.02
1422,issue,open,,,,2022-08-04,Connecting to the server with nginx load balancer sends socket.io iOS client into reconnection spiral,defect_current,1,pr_functional,0
1423,issue,open,,,,2022-08-14,Behaviour change: connect on manager,docs_gap,0.71,support_question,0.26
1424,issue,open,,,,2022-08-22,Socket .on method is not calling until I emit anything,defect_current,0.66,support_question,0.3
1425,issue,open,,,,2022-08-23,why using this lib don not connect and send message to server,support_question,0.66,insufficient_evidence,0.31
1426,issue,closed,completed,,,2022-09-15,Build for distribution,build_packaging_env,0.85,duplicate_invalid_spam,0.1
1427,issue,open,,,,2022-09-16,ERROR: Property 'defaultSocket' not found on object of type 'SocketManager *',defect_current,0.68,support_question,0.13
1428,issue,open,,,,2022-09-16,Doing Polling issue from swift client when using v4.5.2 socket.IO in a node.js server,defect_current,0.6900000000000001,support_question,0.31
1429,issue,open,,,,2022-10-01,Could not connect to server,support_question,0.6,defect_current,0.28
1430,issue,closed,completed,,,2022-10-10,Fix SwiftUI Previews (support arm64 on simulators),defect_fixed_or_obsolete,0.5,build_packaging_env,0.45
1431,issue,open,,,,2022-11-17,Unable to receive data send by the server on connect,support_question,0.71,defect_current,0.26
1432,issue,open,,,,2023-01-09,Issue compiling with xcode 14,build_packaging_env,0.81,insufficient_evidence,0.17
1433,issue,open,,,,2023-01-15,Cocapod issue,build_packaging_env,0.74,defect_current,0.18
1434,issue,open,,,,2023-01-16,issue Compiling with xcode 14.2 / swift version 5.7.2,build_packaging_env,0.95,defect_fixed_or_obsolete,0.05
1435,issue,open,,,,2023-02-06,Is there a new version release plan?,support_question,0.6,build_packaging_env,0.32
1436,pr,closed,,no,,2023-02-16,Fix documentation error,pr_non_functional,0.81,docs_gap,0.17
1437,pr,closed,,yes,,2023-03-10,Typo in README example code,pr_non_functional,0.85,docs_gap,0.13
1438,issue,open,,,,2023-03-27,"How to get the underlying `NSError` object in an `on:callback:` for event type error, which is printed in the debug console?",feature_request,0.96,support_question,0.03
1439,issue,open,,,,2023-04-02,你能支持oc，16.0.1吗 when I add @objc to emitWithAck  warning：Method cannot be marked @objc because it has a variadic parameter  I can't swift，sorry,feature_request,0.37,build_packaging_env,0.22
1440,issue,open,,,,2023-04-13,Connection took too much time on low bandwidth internet,support_question,0.65,defect_current,0.32
1441,issue,open,,,,2023-04-23,Fastify Plugin - iOS upgrade to websockets fails,support_question,0.66,defect_current,0.34
1442,issue,open,,,,2023-04-24,Connection Speed Discrepancy Between iOS and Android Libraries,support_question,0.87,defect_current,0.12
1443,pr,closed,,no,,2023-04-25,Fix Internet switch cases by adding the case of viabilityChanged,pr_functional,0.53,defect_current,0.35
1444,pr,open,,no,,2023-04-25,Fix the network switch cases by adding case for  .viabilityChanged(is…,pr_functional,0.6,defect_current,0.35
1445,issue,open,,,,2023-05-23,Why can't I find a single tutorial or sample that ACTUALLY WORKS with socket io?,support_question,0.49,docs_gap,0.44
1446,issue,closed,completed,,,2023-06-08,Can't receive events,support_question,0.86,defect_fixed_or_obsolete,0.13
1447,pr,closed,,yes,,2023-06-24,Disabled `Bitcode` for `Xcode 14`,pr_non_functional,0.51,build_packaging_env,0.47
1448,pr,closed,,yes,,2023-06-24,Add support for `xrOS`,pr_non_functional,0.44,pr_functional,0.29
1449,issue,open,,,,2023-08-14,SocketIOClientOption.cookies ignored in Starscream with HTTPCookieStorage,docs_gap,0.51,defect_current,0.47
1450,issue,closed,completed,,,2023-08-20,starscream version (4.0.6),defect_fixed_or_obsolete,0.51,build_packaging_env,0.45
1451,pr,closed,,yes,,2023-08-21,Fix Starscream to version 4.0.4,pr_non_functional,0.86,build_packaging_env,0.12
1452,pr,closed,,no,,2023-08-22,fix for cocoa pod version,pr_non_functional,0.66,build_packaging_env,0.24
1453,issue,closed,completed,,,2023-08-24,"Error: compiling for iOS 10.0, but module 'Starscream' has a minimum deployment target of iOS 11.0",defect_fixed_or_obsolete,0.51,build_packaging_env,0.49
1454,issue,closed,completed,,,2023-08-28,New release to solve the Starscream compile issue,defect_fixed_or_obsolete,0.65,build_packaging_env,0.28
1455,issue,open,,,,2023-08-31,Socket io gives a connection error when connecting back from going to background,defect_current,0.91,support_question,0.06
1456,issue,open,,,,2023-09-07,How to emit Audio Data to the Socket IO,support_question,1,pr_functional,0
1457,issue,open,,,,2023-09-07,How to Read ByteAarray Data received my Socket IO,support_question,0.99,defect_current,0.01
1458,issue,open,,,,2023-09-12,getting compilaton error,insufficient_evidence,0.77,build_packaging_env,0.23
1459,issue,open,,,,2023-09-19,"Socket.IO-Client-Swift version 16 Crash on iOS 16, built with Xcode 15",defect_current,0.97,build_packaging_env,0.03
1460,issue,open,,,,2023-10-22,Does the library support socks proxy?,support_question,0.6,feature_request,0.4
1461,issue,open,,,,2023-10-29,Reconnect Auth Behavior,support_question,0.97,feature_request,0.02
1462,issue,closed,completed,,,2023-11-02,socket.emitWithAck(...)timingOut(...) timeout callback never called,defect_fixed_or_obsolete,0.89,defect_current,0.11
1463,pr,closed,,yes,,2023-11-10,fix never running timingOut due to weak self capture,defect_fixed_or_obsolete,0.55,pr_functional,0.37
1464,pr,closed,,yes,,2023-11-13,v16.1.1,pr_functional,0.6,defect_current,0.15
1465,pr,closed,,no,,2023-11-17,Update Socket.IO-Client-Swift.podspec,pr_non_functional,0.52,insufficient_evidence,0.38
1466,issue,open,,,,2023-11-20,LOG SocketManager: Tried connecting an already active socket,defect_current,0.83,support_question,0.17
1467,pr,closed,,yes,,2023-11-21,Xcode 15 support,build_packaging_env,0.8,pr_non_functional,0.19
1468,issue,closed,completed,,,2023-12-03,"Cannot connect to server, when android client can connect",support_question,0.82,defect_fixed_or_obsolete,0.17
1469,issue,open,,,,2023-12-07,Privacy Manifest,support_question,0.83,build_packaging_env,0.09999999999999999
1470,issue,open,,,,2023-12-23,Potential Memory Management Issue with emitWithAck and timingOut(after:),defect_current,0.55,defect_fixed_or_obsolete,0.41
1471,issue,open,,,,2023-12-28,How can i use SocketIO without Rosetta on Apple Silicon,build_packaging_env,0.74,support_question,0.25
1472,issue,open,,,,2024-01-24,"Compiling for iOS 10.0, but module 'Starscream' has a minimum deployment target of iOS 12.0",build_packaging_env,0.99,defect_fixed_or_obsolete,0.01
1473,pr,closed,,no,,2024-02-02,Improved websocket reconnection logic,pr_functional,0.82,defect_current,0.06
1474,pr,closed,,no,,2024-02-05,SocketAckStatus refractor,pr_non_functional,0.89,docs_gap,0.11
1475,issue,open,,,,2024-03-03,Socket didn't send or get any Ping Pong Events,support_question,0.68,defect_current,0.31
1476,pr,closed,,no,,2024-03-08,Thread safe handlers,pr_functional,0.59,defect_current,0.37
1477,issue,open,,,,2024-03-13,Implement Connection State Recovery,feature_request,1,defect_current,0
1478,issue,open,,,,2024-03-15,Starscream version (4.0.8),build_packaging_env,0.93,pr_non_functional,0.07
1479,issue,open,,,,2024-03-17,Socket not connecting,support_question,0.83,defect_current,0.13
1480,issue,open,,,,2024-03-17,Volatile events,support_question,0.9400000000000001,feature_request,0.06
1481,issue,open,,,,2024-03-18,"Compiling for iOS 11.0, but module 'Starscream' has a minimum deployment target of iOS 12.0",build_packaging_env,0.99,defect_fixed_or_obsolete,0.01
1482,pr,closed,,yes,,2024-03-18,Bump minimum deployment target to iOS 12 to match Starscream dependency,build_packaging_env,0.72,pr_non_functional,0.25
1483,pr,open,,no,,2024-03-19,Use correct default socket path. Use native engine of StarScream,pr_functional,0.79,defect_current,0.21
1484,issue,open,,,,2024-03-19,Keep listening socket when user enters background,support_question,0.9400000000000001,feature_request,0.06
1485,issue,open,,,,2024-03-20,"Compiling for iOS 11.0, but module 'Starscream' has a minimum deployment target of iOS 12.0",build_packaging_env,0.95,duplicate_invalid_spam,0.04
1486,pr,closed,,no,,2024-03-21,Update Starscream to v4.0.8,pr_non_functional,0.67,build_packaging_env,0.32
1487,pr,closed,,no,,2024-03-22,Update Starscream to v4.0.8,pr_non_functional,0.54,duplicate_invalid_spam,0.27
1488,pr,open,,no,,2024-04-22,bump: ios_deployment target to 12.0 for starscream dependency in cocoapods,build_packaging_env,0.79,pr_non_functional,0.17
1489,issue,open,,,,2024-05-08,emitWithAck returning No ACK,support_question,0.7,defect_current,0.25
1490,issue,closed,completed,,,2024-05-09,Why Starscream v4.0.8,support_question,0.39999999999999997,build_packaging_env,0.2
1491,pr,closed,,yes,,2024-05-09,Fix the issue where it takes over 60 seconds to close the socket after a network disconnection,defect_fixed_or_obsolete,0.58,pr_functional,0.35
1492,pr,closed,,yes,,2024-05-14,Support Privacy Manifest: bump Starscream package version to upToNextMajor 4.0.8,pr_non_functional,0.66,build_packaging_env,0.32
1493,issue,open,,,,2024-05-21,Is there a logic in connect(withPayload: ) that automatically wraps dict into auth:dict?,support_question,0.99,docs_gap,0.01
1494,pr,open,,no,,2024-06-11,fix: 升级依赖,pr_non_functional,0.78,insufficient_evidence,0.11
1495,issue,open,,,,2024-06-13,[iOS] SocketEngine does not conform to protocol WebSocketDelegate,build_packaging_env,0.71,defect_current,0.27
1496,issue,open,,,,2024-06-20,"Binary data in base64 encoding (Polling) is not padded, causing compatibility issue with other SocketIO clients/servers",defect_current,0.99,feature_request,0.01
1497,issue,open,,,,2024-07-11,Socket stopped listening event after 30 to 40 mins,defect_current,0.71,support_question,0.19
1498,issue,open,,,,2024-08-01,"""The operation couldn’t be completed. (SocketIO.EngineError error 0.)""",defect_current,0.45,support_question,0.39
